3e-09	3e-08	2000	4000	2000	1.5e-12
19	-1.11819	0.019	0.019	1.23585e-08	0.019	6.73701e-09
20	-1.49502	0.02	0.02	1.23578e-08	0.02	6.75681e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.39621e-08	0.00100001	7.78626e-09
2	-0.008022	0.002	0.00200001	1.38424e-08	0.00200001	7.97315e-09
3	-0.0107254	0.003	0.00300001	1.3739e-08	0.00300001	8.15399e-09
4	-0.0143399	0.004	0.00400001	1.36486e-08	0.00400001	8.32534e-09
5	-0.0191724	0.005	0.00500001	1.35672e-08	0.00500001	8.48188e-09
6	-0.0256335	0.006	0.00600001	1.34927e-08	0.006	8.61816e-09
7	-0.034272	0.007	0.00700001	1.34257e-08	0.007	8.73122e-09
8	-0.0458217	0.008	0.00800001	1.33683e-08	0.008	8.82351e-09
9	-0.0612636	0.009	0.00900001	1.33224e-08	0.009	8.90111e-09
10	-0.0819094	0.01	0.01	1.32869e-08	0.01	8.96838e-09
11	-0.109513	0.011	0.011	1.32589e-08	0.011	9.02662e-09
12	-0.146419	0.012	0.012	1.32346e-08	0.012	9.07493e-09
13	-0.195762	0.013	0.013	1.32106e-08	0.013	9.11212e-09
14	-0.261734	0.014	0.014	1.31845e-08	0.014	9.13757e-09
15	-0.349938	0.015	0.015	1.3155e-08	0.015	9.15181e-09
16	-0.467867	0.016	0.016	1.31218e-08	0.016	9.15588e-09
17	-0.625538	0.017	0.017	1.30863e-08	0.017	9.15217e-09
18	-0.836344	0.018	0.018	1.30517e-08	0.018	9.14507e-09
19	-1.11819	0.019	0.019	1.30399e-08	0.019	9.15679e-09
20	-1.49502	0.02	0.02	1.33028e-08	0.02	9.44032e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.47653e-08	0	0.00100001
2	-0.008022	0.002	0.00200001	1.35961e-08	0.00200001	3.66995e-10
3	-0.0107254	0.003	0.00300001	1.35001e-08	0.00300001	1.47162e-09
4	-0.0143399	0.004	0.00400001	1.34155e-08	0.00400001	2.31705e-09
5	-0.0191724	0.005	0.00500001	1.33387e-08	0.00500001	2.91691e-09
6	-0.0256335	0.006	0.00600001	1.32682e-08	0.00600001	3.29479e-09
7	-0.034272	0.007	0.00700001	1.32053e-08	0.00700001	3.52952e-09
8	-0.0458217	0.008	0.00800001	1.31517e-08	0.00800001	3.69098e-09
9	-0.0612636	0.009	0.00900001	1.31079e-08	0.00900001	3.81222e-09
10	-0.0819094	0.01	0.01	1.30728e-08	0.01	3.90522e-09
11	-0.109513	0.011	0.011	1.30438e-08	0.011	3.97531e-09
12	-0.146419	0.012	0.012	1.30177e-08	0.012	4.02733e-09
13	-0.195762	0.013	0.013	1.29915e-08	0.013	4.0644e-09
14	-0.261734	0.014	0.014	1.29629e-08	0.014	4.08811e-09
15	-0.349938	0.015	0.015	1.29307e-08	0.015	4.10013e-09
16	-0.467867	0.016	0.016	1.28952e-08	0.016	4.10232e-09
17	-0.625538	0.017	0.017	1.28576e-08	0.017	4.09713e-09
18	-0.836344	0.018	0.018	1.28205e-08	0.018	4.08786e-09
19	-1.11819	0.019	0.019	1.27923e-08	0.019	4.08332e-09
20	-1.49502	0.02	0.02	1.28724e-08	0.02	4.18414e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100002	1.95576e-08	0	0.00100002
2	-0.008022	0.002	0.00200002	1.52375e-08	0	0.00200002
3	-0.0107254	0.003	0.00300001	1.29918e-08	0	0.00300001
4	-0.0143399	0.004	0.00400001	1.25635e-08	0.00400001	1.10515e-09
5	-0.0191724	0.005	0.00500001	1.24601e-08	0.00500001	2.11351e-09
6	-0.0256335	0.006	0.00600001	1.23727e-08	0.00600001	2.80633e-09
7	-0.034272	0.007	0.00700001	1.22975e-08	0.00700001	3.23062e-09
8	-0.0458217	0.008	0.00800001	1.22329e-08	0.00800001	3.4821e-09
9	-0.0612636	0.009	0.00900001	1.21787e-08	0.00900001	3.64541e-09
10	-0.0819094	0.01	0.01	1.21354e-08	0.01	3.7615e-09
11	-0.109513	0.011	0.011	1.21026e-08	0.011	3.84751e-09
12	-0.146419	0.012	0.012	1.20782e-08	0.012	3.91321e-09
13	-0.195762	0.013	0.013	1.20588e-08	0.013	3.96435e-09
14	-0.261734	0.014	0.014	1.20405e-08	0.014	4.00304e-09
15	-0.349938	0.015	0.015	1.20203e-08	0.015	4.02993e-09
16	-0.467867	0.016	0.016	1.19968e-08	0.016	4.04594e-09
17	-0.625538	0.017	0.017	1.19702e-08	0.017	4.05283e-09
18	-0.836344	0.018	0.018	1.1942e-08	0.018	4.05292e-09
19	-1.11819	0.019	0.019	1.19146e-08	0.019	4.04984e-09
20	-1.49502	0.02	0.02	1.19071e-08	0.02	4.0631e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100002	1.73733e-08	0	0.00100002
2	-0.008022	0.002	0.00200001	1.49023e-08	0.00200001	1.15495e-12
3	-0.0107254	0.003	0.00300001	1.35287e-08	0.00300001	3.38952e-10
4	-0.0143399	0.004	0.00400001	1.33772e-08	0.00400001	1.47261e-09
5	-0.0191724	0.005	0.00500001	1.32534e-08	0.00500001	2.32691e-09
6	-0.0256335	0.006	0.00600001	1.31507e-08	0.00600001	2.93534e-09
7	-0.034272	0.007	0.00700001	1.30638e-08	0.00700001	3.32216e-09
8	-0.0458217	0.008	0.00800001	1.29889e-08	0.00800001	3.55553e-09
9	-0.0612636	0.009	0.00900001	1.29244e-08	0.00900001	3.70525e-09
10	-0.0819094	0.01	0.01	1.28708e-08	0.01	3.80917e-09
11	-0.109513	0.011	0.011	1.28284e-08	0.011	3.88491e-09
12	-0.146419	0.012	0.012	1.27962e-08	0.012	3.94255e-09
13	-0.195762	0.013	0.013	1.27713e-08	0.013	3.98818e-09
14	-0.261734	0.014	0.014	1.27503e-08	0.014	4.0241e-09
15	-0.349938	0.015	0.015	1.273e-08	0.015	4.05075e-09
16	-0.467867	0.016	0.016	1.2708e-08	0.016	4.06831e-09
17	-0.625538	0.017	0.017	1.26838e-08	0.017	4.07747e-09
18	-0.836344	0.018	0.018	1.26578e-08	0.018	4.07993e-09
19	-1.11819	0.019	0.019	1.26382e-08	0.019	4.08439e-09
20	-1.49502	0.02	0.02	1.27032e-08	0.02	4.17019e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.24756e-08	0.00100001	2.74027e-12
2	-0.008022	0.002	0.00200001	1.20445e-08	0.00200001	7.89325e-10
3	-0.0107254	0.003	0.00300001	1.19579e-08	0.00300001	1.67758e-09
4	-0.0143399	0.004	0.00400001	1.18817e-08	0.00400001	2.36616e-09
5	-0.0191724	0.005	0.00500001	1.18134e-08	0.00500001	2.86055e-09
6	-0.0256335	0.006	0.00600001	1.17522e-08	0.00600001	3.18234e-09
7	-0.034272	0.007	0.00700001	1.16979e-08	0.00700001	3.38989e-09
8	-0.0458217	0.008	0.00800001	1.16517e-08	0.00800001	3.53481e-09
9	-0.0612636	0.009	0.00900001	1.16143e-08	0.00900001	3.64358e-09
10	-0.0819094	0.01	0.01	1.15851e-08	0.01	3.72783e-09
11	-0.109513	0.011	0.011	1.15618e-08	0.011	3.7929e-09
12	-0.146419	0.012	0.012	1.1541e-08	0.012	3.84202e-09
13	-0.195762	0.013	0.013	1.15194e-08	0.013	3.87702e-09
14	-0.261734	0.014	0.014	1.1495e-08	0.014	3.89922e-09
15	-0.349938	0.015	0.015	1.14672e-08	0.015	3.91065e-09
16	-0.467867	0.016	0.016	1.14369e-08	0.016	3.91371e-09
17	-0.625538	0.017	0.017	1.14054e-08	0.017	3.9109e-09
18	-0.836344	0.018	0.018	1.13747e-08	0.018	3.90458e-09
19	-1.11819	0.019	0.019	1.13496e-08	0.019	3.90076e-09
20	-1.49502	0.02	0.02	1.14161e-08	0.02	3.98554e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.43476e-08	0	0.00100001
2	-0.008022	0.002	0.00200001	1.41872e-08	0	0.00200001
3	-0.0107254	0.003	0.00300001	1.40529e-08	0	0.00300001
4	-0.0143399	0.004	0.00400001	1.39397e-08	0	0.00400001
5	-0.0191724	0.005	0.00500001	1.38425e-08	0	0.00500001
6	-0.0256335	0.006	0.00600001	1.37572e-08	0	0.00600001
7	-0.034272	0.007	0.00700001	1.36814e-08	0	0.00700001
8	-0.0458217	0.008	0.00800001	1.36155e-08	0	0.00800001
9	-0.0612636	0.009	0.00900001	1.35608e-08	0	0.00900001
10	-0.0819094	0.01	0.01	1.35179e-08	0	0.01
11	-0.109513	0.011	0.011	1.34851e-08	0	0.011
12	-0.146419	0.012	0.012	1.3459e-08	0	0.012
13	-0.195762	0.013	0.013	1.34359e-08	0	0.013
14	-0.261734	0.014	0.014	1.34123e-08	0	0.014
15	-0.349938	0.015	0.015	1.33858e-08	0	0.015
16	-0.467867	0.016	0.016	1.33555e-08	0	0.016
17	-0.625538	0.017	0.017	1.33219e-08	0	0.017
18	-0.836344	0.018	0.018	1.32868e-08	0	0.018
19	-1.11819	0.019	0.019	1.32531e-08	0	0.019
20	-1.49502	0.02	0.02	1.3242e-08	0	0.02
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.35618e-08	0.00100001	4.98097e-10
2	-0.008022	0.002	0.00200001	1.3308e-08	0.00200001	1.33966e-09
3	-0.0107254	0.003	0.00300001	1.31034e-08	0.00300001	2.05897e-09
4	-0.0143399	0.004	0.00400001	1.29361e-08	0.00400001	2.6719e-09
5	-0.0191724	0.005	0.00500001	1.27979e-08	0.00500001	3.18091e-09
6	-0.0256335	0.006	0.00600001	1.2683e-08	0.00600001	3.57911e-09
7	-0.034272	0.007	0.00700001	1.25862e-08	0.00700001	3.86301e-09
8	-0.0458217	0.008	0.00800001	1.25034e-08	0.00800001	4.05185e-09
9	-0.0612636	0.009	0.00900001	1.24323e-08	0.00900001	4.17836e-09
10	-0.0819094	0.01	0.01	1.23726e-08	0.01	4.26776e-09
11	-0.109513	0.011	0.011	1.2325e-08	0.011	4.33464e-09
12	-0.146419	0.012	0.012	1.22888e-08	0.012	4.38718e-09
13	-0.195762	0.013	0.013	1.22615e-08	0.013	4.42995e-09
14	-0.261734	0.014	0.014	1.22394e-08	0.014	4.46445e-09
15	-0.349938	0.015	0.015	1.22189e-08	0.015	4.4906e-09
16	-0.467867	0.016	0.016	1.21973e-08	0.016	4.50823e-09
17	-0.625538	0.017	0.017	1.21738e-08	0.017	4.51787e-09
18	-0.836344	0.018	0.018	1.21501e-08	0.018	4.52238e-09
19	-1.11819	0.019	0.019	1.21491e-08	0.019	4.54531e-09
20	-1.49502	0.02	0.02	1.24651e-08	0.02	4.88186e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.34662e-08	0.00100001	1.14212e-10
2	-0.008022	0.002	0.00200001	1.3327e-08	0.00200001	1.26615e-09
3	-0.0107254	0.003	0.00300001	1.32144e-08	0.00300001	2.19443e-09
4	-0.0143399	0.004	0.00400001	1.31165e-08	0.00400001	2.92604e-09
5	-0.0191724	0.005	0.00500001	1.30295e-08	0.00500001	3.46436e-09
6	-0.0256335	0.006	0.00600001	1.29511e-08	0.00600001	3.81867e-09
7	-0.034272	0.007	0.00700001	1.28815e-08	0.00700001	4.04384e-09
8	-0.0458217	0.008	0.00800001	1.28221e-08	0.00800001	4.19852e-09
9	-0.0612636	0.009	0.00900001	1.27737e-08	0.00900001	4.31456e-09
10	-0.0819094	0.01	0.01	1.27355e-08	0.01	4.40492e-09
11	-0.109513	0.011	0.011	1.27048e-08	0.011	4.47459e-09
12	-0.146419	0.012	0.012	1.26782e-08	0.012	4.52731e-09
13	-0.195762	0.013	0.013	1.26524e-08	0.013	4.56556e-09
14	-0.261734	0.014	0.014	1.26245e-08	0.014	4.59068e-09
15	-0.349938	0.015	0.015	1.25933e-08	0.015	4.60407e-09
16	-0.467867	0.016	0.016	1.25585e-08	0.016	4.60717e-09
17	-0.625538	0.017	0.017	1.25211e-08	0.017	4.60231e-09
18	-0.836344	0.018	0.018	1.24838e-08	0.018	4.59302e-09
19	-1.11819	0.019	0.019	1.24573e-08	0.019	4.59037e-09
20	-1.49502	0.02	0.02	1.25503e-08	0.02	4.70409e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100002	1.68185e-08	0	0.00100002
2	-0.008022	0.002	0.00200001	1.42653e-08	0	0.00200001
3	-0.0107254	0.003	0.00300001	1.25434e-08	0	0.00300001
4	-0.0143399	0.004	0.00400001	1.22861e-08	0.00400001	1.0151e-09
5	-0.0191724	0.005	0.00500001	1.2175e-08	0.00500001	1.86114e-09
6	-0.0256335	0.006	0.00600001	1.20823e-08	0.00600001	2.45579e-09
7	-0.034272	0.007	0.00700001	1.20034e-08	0.00700001	2.82964e-09
8	-0.0458217	0.008	0.00800001	1.19355e-08	0.00800001	3.05556e-09
9	-0.0612636	0.009	0.00900001	1.18771e-08	0.00900001	3.2015e-09
10	-0.0819094	0.01	0.01	1.18287e-08	0.01	3.30302e-09
11	-0.109513	0.011	0.011	1.17908e-08	0.011	3.37702e-09
12	-0.146419	0.012	0.012	1.17622e-08	0.012	3.43349e-09
13	-0.195762	0.013	0.013	1.17404e-08	0.013	3.47832e-09
14	-0.261734	0.014	0.014	1.1722e-08	0.014	3.51374e-09
15	-0.349938	0.015	0.015	1.17039e-08	0.015	3.54005e-09
16	-0.467867	0.016	0.016	1.16839e-08	0.016	3.55749e-09
17	-0.625538	0.017	0.017	1.16614e-08	0.017	3.56668e-09
18	-0.836344	0.018	0.018	1.16369e-08	0.018	3.56896e-09
19	-1.11819	0.019	0.019	1.16126e-08	0.019	3.56763e-09
20	-1.49502	0.02	0.02	1.16115e-08	0.02	3.5863e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.30691e-08	0.00100001	3.19793e-09
2	-0.008022	0.002	0.00200001	1.29429e-08	0.00200001	3.81105e-09
3	-0.0107254	0.003	0.00300001	1.28362e-08	0.00300001	4.3374e-09
4	-0.0143399	0.004	0.00400001	1.27446e-08	0.00400001	4.77481e-09
5	-0.0191724	0.005	0.00500001	1.26641e-08	0.00500001	5.11437e-09
6	-0.0256335	0.006	0.00600001	1.25931e-08	0.00600001	5.35649e-09
7	-0.034272	0.007	0.00700001	1.25309e-08	0.00700001	5.52392e-09
8	-0.0458217	0.008	0.00800001	1.24792e-08	0.00800001	5.64614e-09
9	-0.0612636	0.009	0.00900001	1.24381e-08	0.00900001	5.74144e-09
10	-0.0819094	0.01	0.01	1.24059e-08	0.01	5.81817e-09
11	-0.109513	0.011	0.011	1.23801e-08	0.011	5.8794e-09
12	-0.146419	0.012	0.012	1.23564e-08	0.012	5.92589e-09
13	-0.195762	0.013	0.013	1.23316e-08	0.013	5.95825e-09
14	-0.261734	0.014	0.014	1.23035e-08	0.014	5.97749e-09
15	-0.349938	0.015	0.015	1.22717e-08	0.015	5.98553e-09
16	-0.467867	0.016	0.016	1.22369e-08	0.016	5.9846e-09
17	-0.625538	0.017	0.017	1.22004e-08	0.017	5.97726e-09
18	-0.836344	0.018	0.018	1.21639e-08	0.018	5.96562e-09
19	-1.11819	0.019	0.019	1.21287e-08	0.019	5.95215e-09
20	-1.49502	0.02	0.02	1.21003e-08	0.02	5.94254e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.0107254	0.003	0.00300002	1.95769e-08	0.00300002	4.63329e-12
2	-0.0143399	0.004	0.00400002	1.5897e-08	0.00400002	6.77955e-12
3	-0.0191724	0.005	0.00500001	1.38071e-08	0.00500001	6.77274e-12
4	-0.0256335	0.006	0.00600001	1.31209e-08	0.00600001	7.03082e-10
5	-0.034272	0.007	0.00700001	1.30289e-08	0.00700001	1.49034e-09
6	-0.0458217	0.008	0.00800001	1.29495e-08	0.00800001	1.91626e-09
7	-0.0612636	0.009	0.00900001	1.2881e-08	0.00900001	2.15574e-09
8	-0.0819094	0.01	0.01	1.28243e-08	0.01	2.31146e-09
9	-0.109513	0.011	0.011	1.27802e-08	0.011	2.42069e-09
10	-0.146419	0.012	0.012	1.27481e-08	0.012	2.50098e-09
11	-0.195762	0.013	0.013	1.27246e-08	0.013	2.56335e-09
12	-0.261734	0.014	0.014	1.27057e-08	0.014	2.61268e-09
13	-0.349938	0.015	0.015	1.26871e-08	0.015	2.65e-09
14	-0.467867	0.016	0.016	1.26663e-08	0.016	2.67576e-09
15	-0.625538	0.017	0.017	1.26424e-08	0.017	2.69094e-09
16	-0.836344	0.018	0.018	1.2617e-08	0.018	2.69851e-09
17	-1.11819	0.019	0.019	1.26069e-08	0.019	2.71611e-09
18	-1.49502	0.02	0.02	1.27798e-08	0.02	2.91267e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.28333e-08	0.00100001	2.33857e-09
2	-0.008022	0.002	0.00200001	1.26856e-08	0.00200001	3.07281e-09
3	-0.0107254	0.003	0.00300001	1.25635e-08	0.00300001	3.69018e-09
4	-0.0143399	0.004	0.00400001	1.24609e-08	0.00400001	4.19543e-09
5	-0.0191724	0.005	0.00500001	1.23736e-08	0.00500001	4.58292e-09
6	-0.0256335	0.006	0.00600001	1.22982e-08	0.00600001	4.85356e-09
7	-0.034272	0.007	0.00700001	1.22331e-08	0.00700001	5.03498e-09
8	-0.0458217	0.008	0.00800001	1.21783e-08	0.00800001	5.1623e-09
9	-0.0612636	0.009	0.00900001	1.2134e-08	0.00900001	5.25822e-09
10	-0.0819094	0.01	0.01	1.20999e-08	0.01	5.33429e-09
11	-0.109513	0.011	0.011	1.20739e-08	0.011	5.39541e-09
12	-0.146419	0.012	0.012	1.20525e-08	0.012	5.44335e-09
13	-0.195762	0.013	0.013	1.20315e-08	0.013	5.47864e-09
14	-0.261734	0.014	0.014	1.20084e-08	0.014	5.50182e-09
15	-0.349938	0.015	0.015	1.1982e-08	0.015	5.51426e-09
16	-0.467867	0.016	0.016	1.19527e-08	0.016	5.51794e-09
17	-0.625538	0.017	0.017	1.19217e-08	0.017	5.51523e-09
18	-0.836344	0.018	0.018	1.18908e-08	0.018	5.50845e-09
19	-1.11819	0.019	0.019	1.18627e-08	0.019	5.50133e-09
20	-1.49502	0.02	0.02	1.18664e-08	0.02	5.52331e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.35283e-08	0	0.00100001
2	-0.008022	0.002	0.00200001	1.33169e-08	0	0.00200001
3	-0.0107254	0.003	0.00300001	1.31438e-08	0	0.00300001
4	-0.0143399	0.004	0.00400001	1.30001e-08	0	0.00400001
5	-0.0191724	0.005	0.00500001	1.28796e-08	0	0.00500001
6	-0.0256335	0.006	0.00600001	1.27781e-08	0	0.00600001
7	-0.034272	0.007	0.00700001	1.26918e-08	0	0.00700001
8	-0.0458217	0.008	0.00800001	1.26174e-08	0	0.00800001
9	-0.0612636	0.009	0.00900001	1.25526e-08	0	0.00900001
10	-0.0819094	0.01	0.01	1.2497e-08	0	0.01
11	-0.109513	0.011	0.011	1.24516e-08	0	0.011
12	-0.146419	0.012	0.012	1.24164e-08	0	0.012
13	-0.195762	0.013	0.013	1.23897e-08	0	0.013
14	-0.261734	0.014	0.014	1.23687e-08	0	0.014
15	-0.349938	0.015	0.015	1.23498e-08	0	0.015
16	-0.467867	0.016	0.016	1.23304e-08	0	0.016
17	-0.625538	0.017	0.017	1.2309e-08	0	0.017
18	-0.836344	0.018	0.018	1.22857e-08	0	0.018
19	-1.11819	0.019	0.019	1.22661e-08	0	0.019
20	-1.49502	0.02	0.02	1.23328e-08	0	0.02
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.32979e-08	0	0.00100001
2	-0.008022	0.002	0.00200001	1.24679e-08	0.00200001	5.17698e-10
3	-0.0107254	0.003	0.00300001	1.23104e-08	0.00300001	1.44245e-09
4	-0.0143399	0.004	0.00400001	1.21794e-08	0.00400001	2.19275e-09
5	-0.0191724	0.005	0.00500001	1.20692e-08	0.00500001	2.79258e-09
6	-0.0256335	0.006	0.00600001	1.19763e-08	0.00600001	3.24666e-09
7	-0.034272	0.007	0.00700001	1.18967e-08	0.00700001	3.55942e-09
8	-0.0458217	0.008	0.00800001	1.18271e-08	0.00800001	3.76234e-09
9	-0.0612636	0.009	0.00900001	1.17664e-08	0.00900001	3.89743e-09
10	-0.0819094	0.01	0.01	1.17147e-08	0.01	3.99278e-09
11	-0.109513	0.011	0.011	1.16733e-08	0.011	4.06381e-09
12	-0.146419	0.012	0.012	1.16414e-08	0.012	4.11892e-09
13	-0.195762	0.013	0.013	1.1617e-08	0.013	4.16303e-09
14	-0.261734	0.014	0.014	1.15966e-08	0.014	4.19807e-09
15	-0.349938	0.015	0.015	1.15772e-08	0.015	4.2244e-09
16	-0.467867	0.016	0.016	1.15565e-08	0.016	4.24206e-09
17	-0.625538	0.017	0.017	1.15334e-08	0.017	4.25153e-09
18	-0.836344	0.018	0.018	1.15081e-08	0.018	4.25392e-09
19	-1.11819	0.019	0.019	1.1483e-08	0.019	4.25235e-09
20	-1.49502	0.02	0.02	1.14895e-08	0.02	4.27909e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.46759e-08	0	0.00100001
2	-0.008022	0.002	0.00200001	1.45365e-08	0	0.00200001
3	-0.0107254	0.003	0.00300001	1.44187e-08	0	0.00300001
4	-0.0143399	0.004	0.00400001	1.43176e-08	0	0.00400001
5	-0.0191724	0.005	0.00500001	1.42282e-08	0	0.00500001
6	-0.0256335	0.006	0.00600001	1.41479e-08	0	0.00600001
7	-0.034272	0.007	0.00700001	1.40765e-08	0	0.00700001
8	-0.0458217	0.008	0.00800001	1.40156e-08	0	0.00800001
9	-0.0612636	0.009	0.00900001	1.39662e-08	0	0.00900001
10	-0.0819094	0.01	0.01	1.39272e-08	0	0.01
11	-0.109513	0.011	0.011	1.38955e-08	0	0.011
12	-0.146419	0.012	0.012	1.38677e-08	0	0.012
13	-0.195762	0.013	0.013	1.38405e-08	0	0.013
14	-0.261734	0.014	0.014	1.38117e-08	0	0.014
15	-0.349938	0.015	0.015	1.37799e-08	0	0.015
16	-0.467867	0.016	0.016	1.37447e-08	0	0.016
17	-0.625538	0.017	0.017	1.37072e-08	0	0.017
18	-0.836344	0.018	0.018	1.36701e-08	0	0.018
19	-1.11819	0.019	0.019	1.36464e-08	0	0.019
20	-1.49502	0.02	0.02	1.37899e-08	0	0.02
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.38319e-08	0	0.00100001
2	-0.008022	0.002	0.00200001	1.29546e-08	0.00200001	5.75903e-10
3	-0.0107254	0.003	0.00300001	1.28795e-08	0.00300001	1.6139e-09
4	-0.0143399	0.004	0.00400001	1.28098e-08	0.00400001	2.37442e-09
5	-0.0191724	0.005	0.00500001	1.27448e-08	0.00500001	2.88065e-09
6	-0.0256335	0.006	0.00600001	1.26847e-08	0.00600001	3.19031e-09
7	-0.034272	0.007	0.00700001	1.26317e-08	0.00700001	3.39041e-09
8	-0.0458217	0.008	0.00800001	1.25881e-08	0.00800001	3.53524e-09
9	-0.0612636	0.009	0.00900001	1.25549e-08	0.00900001	3.64797e-09
10	-0.0819094	0.01	0.01	1.25304e-08	0.01	3.736e-09
11	-0.109513	0.011	0.011	1.25113e-08	0.011	3.80345e-09
12	-0.146419	0.012	0.012	1.24936e-08	0.012	3.85414e-09
13	-0.195762	0.013	0.013	1.24743e-08	0.013	3.89036e-09
14	-0.261734	0.014	0.014	1.24515e-08	0.014	3.91357e-09
15	-0.349938	0.015	0.015	1.24241e-08	0.015	3.92526e-09
16	-0.467867	0.016	0.016	1.23923e-08	0.016	3.92692e-09
17	-0.625538	0.017	0.017	1.23573e-08	0.017	3.92078e-09
18	-0.836344	0.018	0.018	1.23212e-08	0.018	3.90931e-09
19	-1.11819	0.019	0.019	1.2286e-08	0.019	3.89547e-09
20	-1.49502	0.02	0.02	1.22191e-08	0.02	3.84699e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.37863e-08	0.00100001	2.24605e-10
2	-0.008022	0.002	0.00200001	1.3606e-08	0.00200001	1.34915e-09
3	-0.0107254	0.003	0.00300001	1.34585e-08	0.00300001	2.27154e-09
4	-0.0143399	0.004	0.00400001	1.33347e-08	0.00400001	3.03329e-09
5	-0.0191724	0.005	0.00500001	1.32298e-08	0.00500001	3.64869e-09
6	-0.0256335	0.006	0.00600001	1.31394e-08	0.00600001	4.11268e-09
7	-0.034272	0.007	0.00700001	1.30601e-08	0.00700001	4.42716e-09
8	-0.0458217	0.008	0.00800001	1.299e-08	0.00800001	4.63052e-09
9	-0.0612636	0.009	0.00900001	1.29296e-08	0.00900001	4.76919e-09
10	-0.0819094	0.01	0.01	1.28799e-08	0.01	4.87105e-09
11	-0.109513	0.011	0.011	1.2841e-08	0.011	4.9491e-09
12	-0.146419	0.012	0.012	1.28109e-08	0.012	5.00982e-09
13	-0.195762	0.013	0.013	1.2786e-08	0.013	5.05702e-09
14	-0.261734	0.014	0.014	1.27628e-08	0.014	5.09237e-09
15	-0.349938	0.015	0.015	1.27385e-08	0.015	5.11662e-09
16	-0.467867	0.016	0.016	1.27115e-08	0.016	5.13052e-09
17	-0.625538	0.017	0.017	1.26817e-08	0.017	5.13546e-09
18	-0.836344	0.018	0.018	1.2651e-08	0.018	5.13435e-09
19	-1.11819	0.019	0.019	1.26282e-08	0.019	5.13676e-09
20	-1.49502	0.02	0.02	1.27376e-08	0.02	5.26783e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.26152e-08	0.00100001	1.55291e-09
2	-0.008022	0.002	0.00200001	1.24869e-08	0.00200001	2.28966e-09
3	-0.0107254	0.003	0.00300001	1.23757e-08	0.00300001	2.91867e-09
4	-0.0143399	0.004	0.00400001	1.22791e-08	0.00400001	3.45027e-09
5	-0.0191724	0.005	0.00500001	1.21949e-08	0.00500001	3.88462e-09
6	-0.0256335	0.006	0.00600001	1.21206e-08	0.00600001	4.21552e-09
7	-0.034272	0.007	0.00700001	1.2054e-08	0.00700001	4.44762e-09
8	-0.0458217	0.008	0.00800001	1.19941e-08	0.00800001	4.60576e-09
9	-0.0612636	0.009	0.00900001	1.19412e-08	0.00900001	4.71745e-09
10	-0.0819094	0.01	0.01	1.1897e-08	0.01	4.80137e-09
11	-0.109513	0.011	0.011	1.18621e-08	0.011	4.8673e-09
12	-0.146419	0.012	0.012	1.18354e-08	0.012	4.9202e-09
13	-0.195762	0.013	0.013	1.18138e-08	0.013	4.96236e-09
14	-0.261734	0.014	0.014	1.17941e-08	0.014	4.99472e-09
15	-0.349938	0.015	0.015	1.17737e-08	0.015	5.01745e-09
16	-0.467867	0.016	0.016	1.17509e-08	0.016	5.03108e-09
17	-0.625538	0.017	0.017	1.17256e-08	0.017	5.03682e-09
18	-0.836344	0.018	0.018	1.16992e-08	0.018	5.03696e-09
19	-1.11819	0.019	0.019	1.16828e-08	0.019	5.04311e-09
20	-1.49502	0.02	0.02	1.18435e-08	0.02	5.22345e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.46207e-08	0.00100001	2.31844e-09
2	-0.008022	0.002	0.00200001	1.449e-08	0.00200001	3.2785e-09
3	-0.0107254	0.003	0.00300001	1.43781e-08	0.00300001	4.0621e-09
4	-0.0143399	0.004	0.00400001	1.42814e-08	0.00400001	4.68428e-09
5	-0.0191724	0.005	0.00500001	1.41961e-08	0.00500001	5.14246e-09
